"code","buy","overweight","hold","underweight","sell","high","median","low","avearge","current","sys_load_time"
"DXS","0","0","0","0","0"," "," "," "," ","$8.41","2020-08-18 16:44:52.417924+10"
"DMP","3","1","3","0","4","$88.00","$64.00","$40.00","$64.57","$76.87","2020-08-18 16:44:53.385971+10"
"DOW","5","1","3","0","0","$7.40","$4.70","$4.50","$5.12","$4.24","2020-08-18 16:44:53.997705+10"
"ECX","0","0","0","0","0"," "," "," "," ","$1.48","2020-08-18 16:44:54.824904+10"
"ELD","5","1","1","1","0","$13.65","$11.68","$7.73","$11.40","$10.31","2020-08-18 16:44:55.57066+10"
"EHL","5","1","2","0","0","$2.15","$1.40","$1.09","$1.44","$1.04","2020-08-18 16:44:56.309924+10"
"EML","3","1","1","0","0","$4.31","$4.20","$3.66","$4.11","$3.27","2020-08-18 16:44:57.107339+10"
"CLW","","","","","","","","","","","2020-08-18 16:44:57.554258+10"
"A2M","5","1","3","1","2","$24.50","$21.85","$13.85","$20.64","$19.49","2020-08-18 16:44:58.892606+10"
"EVN","2","0","5","1","6","$7.00","$5.40","$4.08","$5.43","$6.21","2020-08-18 16:44:59.146796+10"
"CQR","","","","","","","","","","","2020-08-18 16:45:00.113973+10"
"FAR","3","0","1","0","0","$0.02","$0.02","$0.02","$0.02","$0.01","2020-08-18 16:45:00.404948+10"
"FBU","1","2","11","0","0","$5.10","$3.84","$3.55","$3.90","$3.13","2020-08-18 16:45:00.626009+10"
"FLT","6","0","5","1","1","$18.53","$13.46","$6.50","$13.68","$11.40","2020-08-18 16:45:01.716377+10"
"FMG","2","0","13","0","3","$13.35","$9.98","$8.38","$10.38","$18.19","2020-08-18 16:45:02.064597+10"
"FNP","2","0","3","0","0","$8.24","$4.33","$2.60","$4.64","$3.01","2020-08-18 16:45:02.144335+10"
"FPH","4","1","2","1","4","$39.26","$29.40","$19.50","$30.29","$33.25","2020-08-18 16:45:03.564934+10"
"CKF","","","","","","","","","","","2020-08-18 16:45:12.563705+10"
"CCP","","","","","","","","","","","2020-08-18 16:45:14.998751+10"
"DTL","","","","","","","","","","","2020-08-18 16:45:15.55437+10"
"GMG","3","0","4","2","1","$20.37","$18.50","$11.93","$18.06","$18.44","2020-08-18 16:45:16.634305+10"
"GNC","3","1","4","0","0","$5.00","$4.62","$4.15","$4.60","$4.26","2020-08-18 16:45:17.002671+10"
"GOR","4","1","1","0","1","$2.25","$2.00","$1.80","$2.01","$1.79","2020-08-18 16:45:18.091468+10"
"GOZ","2","0","1","0","0","$3.34","$3.30","$3.06","$3.23","$3.22","2020-08-18 16:45:18.4997+10"
"GPT","8","1","0","1","1","$5.32","$4.41","$3.99","$4.48","$3.82","2020-08-18 16:45:19.847781+10"
"GUD","1","0","8","0","0","$14.20","$11.60","$10.60","$11.94","$11.83","2020-08-18 16:45:19.902139+10"
"DHG","","","","","","","","","","","2020-08-18 16:45:20.115979+10"
"GWA","2","0","4","1","1","$2.90","$2.60","$2.20","$2.64","$2.43","2020-08-18 16:45:21.352454+10"
"HLS","3","0","6","0","0","$3.70","$3.26","$2.90","$3.28","$3.18","2020-08-18 16:45:21.69896+10"
"GXY","1","0","6","0","2","$0.96","$0.66","$0.28","$0.68","$1.23","2020-08-18 16:45:22.049235+10"
"EHE","","","","","","","","","","","2020-08-18 16:45:22.512595+10"
"FXL","","","","","","","","","","","2020-08-18 16:45:27.518471+10"
"HVN","6","1","4","0","0","$4.80","$4.28","$3.90","$4.31","$4.17","2020-08-18 16:45:29.158513+10"
"GDI","","","","","","","","","","","2020-08-18 16:45:29.401321+10"
"IAG","5","1","5","0","1","$6.65","$5.60","$4.50","$5.75","$5.08","2020-08-18 16:45:29.732336+10"
"IEL","5","0","1","0","0","$18.20","$17.00","$11.76","$16.24","$14.22","2020-08-18 16:45:31.389509+10"
"IFL","2","0","5","0","1","$5.50","$4.70","$4.20","$4.76","$4.39","2020-08-18 16:45:33.014176+10"
"GEM","","","","","","","","","","","2020-08-18 16:45:33.904869+10"
"IFN","1","0","3","0","0","$0.92","$0.92","$0.88","$0.91","$0.92","2020-08-18 16:45:35.332609+10"
"IGO","7","1","5","1","2","$6.00","$5.30","$3.50","$5.12","$4.66","2020-08-18 16:45:43.452017+10"
"ILU","5","0","4","0","0","$11.00","$10.00","$9.10","$10.09","$9.88","2020-08-18 16:45:44.953309+10"
"HT1","","","","","","","","","","","2020-08-18 16:45:45.6372+10"
"HPI","","","","","","","","","","","2020-08-18 16:45:45.984769+10"
"IMD","2","1","3","0","0","$1.65","$1.56","$1.33","$1.53","$1.38","2020-08-18 16:45:46.739315+10"
"GMA","","","","","","","","","","","2020-08-18 16:45:47.044807+10"
"INA","1","0","0","0","0","$5.25","$5.25","$5.25","$5.25","$4.79","2020-08-18 16:45:47.103014+10"
"INR","1","0","0","0","0","$0.50","$0.50","$0.50","$0.50","$0.11","2020-08-18 16:45:48.177504+10"
"IPL","6","0","3","1","0","$2.32","$1.74","$1.43","$1.77","$2.14","2020-08-18 16:45:48.556522+10"
"IRE","0","0","0","0","0"," "," "," "," ","$11.01","2020-08-18 16:45:49.695375+10"
"IRI","0","0","1","0","0","$4.25","$4.25","$4.25","$4.25","$4.79","2020-08-18 16:45:50.000085+10"
"HUB","","","","","","","","","","","2020-08-18 16:45:50.5976+10"
"ITG","1","0","0","0","0","$0.49","$0.49","$0.49","$0.49","$0.29","2020-08-18 16:45:51.947798+10"
"JBH","1","0","9","0","4","$53.80","$45.00","$38.00","$44.57","$48.07","2020-08-18 16:45:53.77734+10"
"IAP","","","","","","","","","","","2020-08-18 16:45:54.972176+10"
"JHC","0","0","0","0","0"," "," "," "," ","$0.48","2020-08-18 16:45:55.150692+10"
"JMS","4","0","0","0","0","$0.53","$0.44","$0.35","$0.44","$0.30","2020-08-18 16:45:56.963917+10"
"IFM","","","","","","","","","","","2020-08-18 16:45:57.62625+10"
"KAR","4","0","0","0","0","$1.56","$1.38","$1.14","$1.36","$0.85","2020-08-18 16:45:58.307675+10"
"KGN","2","0","2","0","1","$24.00","$21.75","$19.68","$21.80","$22.99","2020-08-18 16:45:59.110102+10"
"ASX","0","0","0","1","8","$86.67","$73.00","$65.00","$73.67","$86.09","2020-08-18 17:10:06.780544+10"
"IGL","","","","","","","","","","","2020-08-18 16:45:59.641413+10"
"LLC","5","1","2","0","0","$16.32","$13.66","$12.00","$13.91","$11.60","2020-08-18 16:46:00.676022+10"
"LNK","4","0","1","1","1","$5.90","$4.65","$3.50","$4.66","$4.26","2020-08-18 16:46:01.040282+10"
"LYC","4","1","0","0","0","$4.50","$3.00","$2.65","$3.33","$2.61","2020-08-18 16:46:02.518303+10"
"MAH","3","0","0","0","0","$0.44","$0.36","$0.35","$0.38","$0.27","2020-08-18 16:46:04.30481+10"
"MFG","0","0","0","0","0"," "," "," "," ","$63.36","2020-08-18 16:46:05.780042+10"
"MGR","5","1","3","0","0","$2.80","$2.59","$2.23","$2.55","$2.06","2020-08-18 16:46:07.262164+10"
"MGX","1","0","1","0","0","$1.00","$0.88","$0.75","$0.88","$0.74","2020-08-18 16:46:08.97714+10"
"MIN","1","0","5","0","1","$26.50","$22.36","$20.20","$22.53","$28.83","2020-08-18 16:46:10.404211+10"
"MLD","0","0","0","0","0"," "," "," "," ","$0.96","2020-08-18 16:46:11.914543+10"
"IPH","","","","","","","","","","","2020-08-18 16:46:11.940046+10"
"MMS","0","0","0","0","0"," "," "," "," ","$9.33","2020-08-18 16:46:13.290334+10"
"MND","3","1","6","2","2","$14.35","$10.48","$8.40","$10.44","$10.05","2020-08-18 16:46:14.013689+10"
"ING","","","","","","","","","","","2020-08-18 16:46:14.687819+10"
"MP1","5","0","5","0","0","$17.00","$14.93","$12.45","$14.83","$14.61","2020-08-18 16:46:15.662841+10"
"MPL","3","0","5","0","1","$3.60","$2.96","$2.70","$2.98","$2.85","2020-08-18 16:46:15.829181+10"
"MQG","8","0","4","1","0","$150.00","$129.48","$105.00","$127.74","$127.62","2020-08-18 16:46:16.264723+10"
"ISX","","","","","","","","","","","2020-08-18 16:46:17.116596+10"
"MSB","6","0","1","0","0","$23.00","$21.00","$7.53","$17.90","$5.20","2020-08-18 16:46:17.364281+10"
"IVC","","","","","","","","","","","2020-08-18 16:46:17.766593+10"
"MTS","8","0","1","2","0","$3.60","$3.25","$2.90","$3.23","$2.96","2020-08-18 16:46:17.905497+10"
"MYR","3","1","1","0","0","$0.65","$0.27","$0.20","$0.35","$0.21","2020-08-18 16:46:18.890547+10"
"MYX","2","0","4","0","0","$0.63","$0.45","$0.39","$0.48","$0.35","2020-08-18 16:46:19.408759+10"
"NAB","9","2","1","0","2","$8.61","$7.35","$5.43","$7.21","$17.61","2020-08-18 16:46:19.943181+10"
"NAN","2","0","1","2","0","$7.50","$6.08","$4.50","$6.20","$6.43","2020-08-18 16:46:20.828334+10"
"JIN","","","","","","","","","","","2020-08-18 16:46:22.186568+10"
"NCM","4","1","8","1","1","$29.54","$25.71","$20.08","$25.66","$34.71","2020-08-18 16:46:22.392184+10"
"NCZ","3","0","0","0","0","$0.48","$0.45","$0.40","$0.44","$0.20","2020-08-18 16:46:23.607806+10"
"NEA","7","0","0","0","0","$3.25","$2.75","$2.30","$2.75","$2.68","2020-08-18 16:46:23.890986+10"
"LIC","","","","","","","","","","","2020-08-18 16:46:24.897272+10"
"NGI","2","0","0","0","0","$1.65","$1.62","$1.60","$1.62","$1.71","2020-08-18 16:46:25.290871+10"
"NHC","1","2","2","0","1","$2.50","$1.60","$1.10","$1.66","$1.30","2020-08-18 16:46:26.291752+10"
"NHF","0","0","0","0","0"," "," "," "," ","$4.64","2020-08-18 16:46:26.777317+10"
"NIC","4","0","1","0","0","$0.77","$0.72","$0.54","$0.69","$0.64","2020-08-18 16:46:27.77751+10"
"NST","2","0","9","1","3","$18.00","$15.64","$11.50","$15.05","$14.99","2020-08-18 16:46:29.168244+10"
"NUF","6","0","4","0","3","$6.74","$4.90","$4.60","$5.18","$4.30","2020-08-18 16:46:30.768064+10"
"LOV","","","","","","","","","","","2020-08-18 16:46:32.353482+10"
"NXT","7","0","4","0","0","$14.15","$12.05","$10.00","$12.14","$12.00","2020-08-18 16:46:40.631262+10"
"OFX","0","0","1","0","0","$1.70","$1.70","$1.70","$1.70","$1.22","2020-08-18 16:46:42.414354+10"
"NCK","","","","","","","","","","","2020-08-18 16:46:45.048597+10"
"MYS","","","","","","","","","","","2020-08-18 16:46:45.974904+10"
"ORA","1","0","9","0","0","$3.30","$2.65","$2.45","$2.71","$2.36","2020-08-18 16:46:46.59528+10"
"NEC","","","","","","","","","","","2020-08-18 16:46:46.642266+10"
"MVF","","","","","","","","","","","2020-08-18 16:46:47.30879+10"
"ORG","7","1","2","0","0","$7.70","$6.81","$5.70","$6.78","$5.80","2020-08-18 16:46:48.027618+10"
"ORI","2","0","3","1","0","$20.30","$18.05","$16.59","$18.14","$18.18","2020-08-18 16:46:48.373548+10"
"ORE","4","0","6","0","2","$3.24","$2.02","$1.34","$2.14","$3.00","2020-08-18 16:46:48.4755+10"
"OSH","10","1","4","0","0","$19.55","$13.99","$9.95","$13.60","$3.12","2020-08-18 16:46:48.776638+10"
"OZL","8","2","4","1","1","$16.00","$13.70","$10.50","$13.31","$14.10","2020-08-18 16:46:49.501423+10"
"PDN","0","0","0","0","0"," "," "," "," ","$0.14","2020-08-18 16:46:50.76357+10"
"PET","0","0","0","0","0"," "," "," "," ","$0.28","2020-08-18 16:46:50.801609+10"
"PGH","2","1","2","0","0","$2.60","$2.52","$2.35","$2.50","$2.37","2020-08-18 16:46:51.533339+10"
"PLS","1","0","1","0","3","$0.40","$0.30","$0.23","$0.30","$0.35","2020-08-18 16:46:52.337861+10"
"PME","1","0","4","0","0","$30.00","$29.83","$24.00","$28.41","$24.84","2020-08-18 16:46:52.478043+10"
"NSR","","","","","","","","","","","2020-08-18 16:46:53.285222+10"
"PNV","1","2","2","0","0","$2.90","$2.83","$2.60","$2.79","$2.23","2020-08-18 16:46:53.954485+10"
"PPT","3","2","5","0","0","$45.00","$37.62","$33.50","$38.34","$31.37","2020-08-18 16:46:54.81089+10"
"NWH","","","","","","","","","","","2020-08-18 16:46:55.201564+10"
"PRN","5","1","1","0","0","$2.00","$1.90","$1.35","$1.81","$1.19","2020-08-18 16:46:55.393574+10"
"PRU","3","0","1","0","2","$1.95","$1.60","$1.25","$1.60","$1.54","2020-08-18 16:46:56.257151+10"
"NWL","","","","","","","","","","","2020-08-18 16:46:56.776862+10"
"QAN","7","0","3","0","1","$5.31","$4.60","$3.00","$4.37","$3.68","2020-08-18 16:46:56.890001+10"
"QBE","9","0","1","0","2","$9.14","$8.61","$5.74","$8.18","$10.80","2020-08-18 16:46:57.842396+10"
"QUB","5","1","4","0","1","$3.50","$3.10","$2.45","$3.10","$2.82","2020-08-18 16:46:58.249328+10"
"REA","3","1","7","1","1","$128.00","$108.00","$90.80","$110.29","$117.08","2020-08-18 16:46:59.308041+10"
"RFF","3","1","0","0","0","$2.42","$2.30","$2.19","$2.30","$2.19","2020-08-18 16:47:00.615713+10"
"RHC","6","0","3","1","2","$78.25","$71.60","$56.00","$69.18","$67.56","2020-08-18 16:47:02.217802+10"
"RIO","5","0","0","1","0","$81.15","$69.00","$63.45","$71.20","$101.99","2020-08-18 16:47:03.852454+10"
"RMS","3","0","1","0","0","$2.46","$2.36","$2.25","$2.35","$2.10","2020-08-18 16:47:05.781347+10"
"RRL","2","0","7","1","4","$6.50","$5.60","$4.50","$5.48","$5.87","2020-08-18 16:47:07.213198+10"
"RSG","7","1","1","0","0","$1.57","$1.20","$1.07","$1.22","$1.35","2020-08-18 16:47:08.6793+10"
"RWC","5","2","2","0","1","$3.65","$3.27","$2.65","$3.26","$2.80","2020-08-18 16:47:10.61728+10"
"OML","","","","","","","","","","","2020-08-18 16:47:11.659686+10"
"S32","14","1","3","0","2","$2.10","$1.86","$1.29","$1.80","$2.14","2020-08-18 16:47:12.137717+10"
"SAR","3","0","7","1","2","$6.60","$6.10","$4.90","$5.92","$5.75","2020-08-18 16:47:13.251719+10"
"SBM","5","0","2","0","1","$4.30","$3.75","$3.00","$3.79","$3.55","2020-08-18 16:47:13.544564+10"
"SCG","3","0","4","1","1","$3.57","$2.25","$2.00","$2.44","$2.09","2020-08-18 16:47:14.796382+10"
"SCP","1","0","7","0","2","$2.70","$2.30","$1.72","$2.26","$2.16","2020-08-18 16:47:14.924917+10"
"PMV","","","","","","","","","","","2020-08-18 16:47:15.905361+10"
"SDA","0","0","1","0","0","$0.78","$0.78","$0.78","$0.78","$0.79","2020-08-18 16:47:16.224028+10"
"SEK","4","0","8","1","0","$31.00","$20.18","$17.20","$21.06","$19.41","2020-08-18 16:47:17.459637+10"
"PDL","","","","","","","","","","","2020-08-18 16:47:17.785222+10"
"SFR","8","1","5","0","1","$6.80","$5.70","$4.60","$5.72","$4.98","2020-08-18 16:47:17.994943+10"
"PNI","","","","","","","","","","","2020-08-18 16:47:18.166242+10"
"SGM","2","1","6","1","0","$10.20","$8.58","$7.90","$8.67","$8.36","2020-08-18 16:47:19.335274+10"
"SGP","5","0","3","1","0","$4.38","$3.56","$3.16","$3.72","$3.44","2020-08-18 16:47:19.472561+10"
"SGR","8","0","3","0","0","$4.45","$3.70","$2.70","$3.63","$2.84","2020-08-18 16:47:19.805706+10"
"SHL","6","1","5","0","1","$38.00","$32.90","$28.00","$32.29","$34.29","2020-08-18 16:47:20.770619+10"
"SHV","2","1","2","0","0","$9.80","$6.60","$6.10","$7.33","$5.74","2020-08-18 16:47:20.916526+10"
"RDC","","","","","","","","","","","2020-08-18 16:47:21.452109+10"
"SKC","7","0","2","0","1","$3.50","$3.10","$2.40","$3.10","$2.24","2020-08-18 16:47:22.472351+10"
"SKI","2","1","3","0","1","$2.56","$2.15","$2.03","$2.24","$2.19","2020-08-18 16:47:23.555207+10"
"PTM","","","","","","","","","","","2020-08-18 16:47:23.994111+10"
"REG","","","","","","","","","","","2020-08-18 16:47:24.926777+10"
"SLR","2","1","2","0","0","$2.70","$2.50","$2.40","$2.53","$2.35","2020-08-18 16:47:24.962553+10"
"SOL","0","0","1","0","0","$20.04","$20.04","$20.04","$20.04","$20.55","2020-08-18 16:47:25.743584+10"
"SPK","1","0","2","0","1","$5.00","$4.80","$4.00","$4.65","$4.56","2020-08-18 16:47:26.341212+10"
"SPL","1","0","0","0","0","$1.75","$1.75","$1.75","$1.75","$1.09","2020-08-18 16:47:27.045077+10"
"STO","10","2","4","0","0","$5.34","$4.41","$3.56","$4.52","$5.79","2020-08-18 16:47:28.540475+10"
"SUL","0","0","0","0","0"," "," "," "," ","$9.88","2020-08-18 16:47:29.998854+10"
"SUN","5","0","3","1","2","$11.82","$9.50","$7.50","$9.65","$8.65","2020-08-18 16:47:31.496246+10"
"SVW","5","1","1","0","0","$20.50","$19.18","$16.20","$19.13","$17.60","2020-08-18 16:47:33.557381+10"
"SWM","2","1","3","0","0","$0.45","$0.14","$0.10","$0.20","$0.12","2020-08-18 16:47:35.140072+10"
"SDF","","","","","","","","","","","2020-08-18 16:47:42.501017+10"
"SXY","8","0","1","0","0","$0.60","$0.42","$0.30","$0.41","$0.28","2020-08-18 16:47:43.054207+10"
"SGF","","","","","","","","","","","2020-08-18 16:47:43.130813+10"
"SYR","1","0","2","0","1","$0.50","$0.29","$0.12","$0.30","$0.43","2020-08-18 16:47:44.587502+10"
"SYD","7","1","4","1","1","$6.40","$5.91","$4.28","$5.70","$5.40","2020-08-18 16:47:44.670596+10"
"TAH","2","1","7","1","2","$5.00","$3.68","$2.60","$3.75","$3.67","2020-08-18 16:47:46.068425+10"
"TCL","4","0","7","1","2","$16.16","$14.03","$12.60","$14.18","$13.61","2020-08-18 16:47:46.572731+10"
"SIG","","","","","","","","","","","2020-08-18 16:47:46.898535+10"
"TGR","2","0","0","0","0","$5.35","$4.63","$3.90","$4.63","$3.67","2020-08-18 16:47:47.567544+10"
"TLS","6","1","6","1","1","$4.20","$3.33","$3.00","$3.47","$3.06","2020-08-18 16:47:47.98845+10"
"SIQ","","","","","","","","","","","2020-08-18 16:47:49.810214+10"
"TWE","6","1","6","0","1","$12.41","$10.22","$8.25","$10.10","$10.58","2020-08-18 16:47:50.083223+10"
"SLC","","","","","","","","","","","2020-08-18 16:47:50.450108+10"
"VCX","2","0","6","1","1","$1.82","$1.50","$1.28","$1.52","$1.35","2020-08-18 16:47:51.554414+10"
"VOC","3","0","4","2","0","$4.10","$3.60","$3.25","$3.59","$2.93","2020-08-18 16:47:51.906685+10"
"VRT","0","0","0","0","0"," "," "," "," ","$3.14","2020-08-18 16:47:52.360624+10"
"SM1","","","","","","","","","","","2020-08-18 16:47:52.779445+10"
"SSM","","","","","","","","","","","2020-08-18 16:47:52.8048+10"
"VRL","0","0","2","0","0","$2.32","$2.32","$2.32","$2.32","$2.12","2020-08-18 16:47:52.9085+10"
"WAF","2","1","1","0","0","$1.95","$1.20","$1.00","$1.31","$1.08","2020-08-18 16:47:54.27001+10"
"WBC","0","1","0","0","0","$16.47","$13.42","$9.17","$13.65","$17.18","2020-08-18 16:47:54.27281+10"
"WES","0","0","10","1","3","$47.60","$42.00","$37.60","$41.55","$48.11","2020-08-18 16:47:54.64757+10"
"WEB","4","0","2","0","2","$5.35","$3.85","$2.75","$3.91","$3.42","2020-08-18 16:47:54.738501+10"
"WGX","3","0","0","0","0","$3.25","$2.90","$2.80","$2.98","$2.26","2020-08-18 16:47:55.744064+10"
"WHC","10","1","2","0","2","$4.00","$2.28","$1.30","$2.21","$1.27","2020-08-18 16:47:55.834627+10"
"WOR","6","3","2","0","1","$13.65","$11.45","$8.40","$11.40","$8.89","2020-08-18 16:47:56.073498+10"
"WOW","5","1","5","0","0","$323.66","$292.99","$244.07","$286.59","$40.20","2020-08-18 16:47:56.21806+10"
"WSA","6","0","6","1","0","$3.25","$2.70","$2.30","$2.72","$2.51","2020-08-18 16:47:56.639935+10"
"WPL","9","2","5","0","0","$24.17","$17.18","$14.35","$17.38","$20.37","2020-08-18 16:47:57.219844+10"
"WTC","4","0","0","1","2","$27.00","$23.00","$17.75","$21.95","$20.81","2020-08-18 16:47:57.732123+10"
"XRO","3","2","4","1","3","$112.44","$88.14","$59.54","$89.19","$93.72","2020-08-18 16:47:58.181569+10"
"SXL","","","","","","","","","","","2020-08-18 16:48:02.873434+10"
"UMG","","","","","","","","","","","2020-08-18 16:48:11.242625+10"
"TNE","","","","","","","","","","","2020-08-18 16:48:15.622944+10"
"VEA","","","","","","","","","","","2020-08-18 16:48:17.89992+10"
"WPP","","","","","","","","","","","2020-08-18 16:48:19.05726+10"
"Z1P","","","","","","","","","","","2020-08-18 16:48:24.327319+10"
"AMP","2","0","7","1","2","$2.60","$1.60","$1.20","$1.62","$1.47","2020-08-18 17:10:06.447198+10"
"ALL","12","0","1","0","0","$36.60","$29.80","$28.00","$30.43","$28.02","2020-08-18 17:10:06.459997+10"
"MGR","5","1","3","0","0","$2.80","$2.59","$2.23","$2.55","$2.05","2020-08-19 16:45:52.400388+10"
"AGL","1","0","4","2","5","$17.30","$14.57","$12.60","$14.69","$15.48","2020-08-19 16:40:26.940629+10"
"AX1","","","","","","","","","","","2020-08-19 16:42:08.358127+10"
"ANN","2","0","3","0","2","$122.02","$87.22","$82.13","$98.87","$40.41","2020-08-19 16:42:10.637637+10"
"AWC","","","","","","","","","","","2020-08-19 16:42:14.031733+10"
"ABP","","","","","","","","","","","2020-08-19 16:42:14.730611+10"
"AMA","","","","","","","","","","","2020-08-19 16:42:22.075286+10"
"AYS","","","","","","","","","","","2020-08-19 16:42:25.252547+10"
"APE","","","","","","","","","","","2020-08-19 16:42:46.397733+10"
"AMP","","","","","","","","","","","2020-08-19 16:42:48.737191+10"
"ADI","","","","","","","","","","","2020-08-19 16:42:49.902586+10"
"ARB","","","","","","","","","","","2020-08-19 16:42:50.176842+10"
"ALG","","","","","","","","","","","2020-08-19 16:42:54.947137+10"
"APX","","","","","","","","","","","2020-08-19 16:42:55.506475+10"
"APA","","","","","","","","","","","2020-08-19 16:43:01.949196+10"
"ARF","","","","","","","","","","","2020-08-19 16:43:25.452265+10"
"AD8","4","0","2","0","0","$7.50","$6.13","$4.56","$6.18","$5.40","2020-08-19 16:43:35.945159+10"
"AHY","2","1","1","1","0","$1.30","$1.28","$1.02","$1.20","$1.05","2020-08-19 16:43:36.736023+10"
"AIA","1","0","4","0","2","$6.96","$6.40","$5.70","$6.24","$5.81","2020-08-19 16:43:37.190831+10"
"ALX","2","0","5","0","0","$7.20","$6.88","$6.35","$6.84","$6.28","2020-08-19 16:43:37.244875+10"
"AZJ","9","0","3","0","0","$5.77","$5.49","$4.91","$5.39","$4.61","2020-08-19 16:43:37.921697+10"
"AST","2","0","5","0","4","$2.11","$1.88","$1.57","$1.88","$1.85","2020-08-19 16:43:38.479513+10"
"ANZ","8","1","4","0","1","$26.20","$20.00","$12.47","$20.46","$18.68","2020-08-19 16:43:39.048863+10"
"ASB","5","0","0","0","1","$31.05","$28.40","$18.96","$26.91","$3.52","2020-08-19 16:43:39.217927+10"
"AAC","1","0","0","0","0","$1.40","$1.40","$1.40","$1.40","$1.03","2020-08-19 16:43:39.261379+10"
"BOQ","1","0","8","2","2","$10.17","$8.17","$5.99","$8.16","$6.00","2020-08-19 16:43:40.118228+10"
"BPT","8","1","6","0","1","$2.25","$1.90","$1.25","$1.85","$1.56","2020-08-19 16:43:40.841711+10"
"BGA","2","0","4","0","0","$5.90","$5.00","$4.17","$5.12","$4.79","2020-08-19 16:43:40.992858+10"
"BEN","0","1","7","2","4","$7.73","$6.70","$3.90","$6.59","$6.40","2020-08-19 16:43:42.095994+10"
"BGL","4","0","0","0","0","$1.55","$1.36","$1.30","$1.39","$1.06","2020-08-19 16:43:42.203972+10"
"BHP","7","0","6","1","0","$67.42","$55.08","$44.14","$56.38","$39.06","2020-08-19 16:43:42.632023+10"
"BKL","0","0","0","0","0"," "," "," "," ","$75.04","2020-08-19 16:43:43.602765+10"
"BSL","6","0","4","1","0","$17.80","$13.50","$11.50","$13.79","$12.56","2020-08-19 16:43:44.295484+10"
"BLD","2","0","6","0","2","$5.00","$4.05","$3.25","$3.96","$3.68","2020-08-19 16:43:45.305841+10"
"BXB","7","0","4","0","0","$9.74","$7.96","$7.15","$8.43","$11.26","2020-08-19 16:43:45.919169+10"
"BRG","4","0","6","2","0","$30.35","$26.40","$16.90","$26.00","$27.23","2020-08-19 16:43:47.394327+10"
"BKW","3","2","1","0","0","$19.00","$17.86","$13.56","$17.35","$17.17","2020-08-19 16:43:48.809203+10"
"AUB","","","","","","","","","","","2020-08-19 16:43:56.272355+10"
"API","","","","","","","","","","","2020-08-19 16:44:04.381632+10"
"BWX","3","1","3","0","0","$5.20","$4.35","$3.29","$4.33","$4.15","2020-08-19 16:44:05.814943+10"
"BBN","","","","","","","","","","","2020-08-19 16:44:06.195022+10"
"BAP","","","","","","","","","","","2020-08-19 16:44:06.949787+10"
"AVN","","","","","","","","","","","2020-08-19 16:44:07.186024+10"
"CDD","1","0","0","0","0","$0.56","$0.56","$0.56","$0.56","$0.29","2020-08-19 16:44:07.852666+10"
"CVN","3","0","1","0","0","$0.40","$0.35","$0.30","$0.35","$0.21","2020-08-19 16:44:08.534026+10"
"CAR","4","0","8","1","1","$20.17","$17.43","$14.58","$17.28","$20.23","2020-08-19 16:44:08.888395+10"
"BIN","","","","","","","","","","","2020-08-19 16:44:13.538745+10"
"CGF","3","1","8","0","1","$6.50","$4.38","$3.70","$4.48","$3.85","2020-08-19 16:44:14.63214+10"
"BVS","","","","","","","","","","","2020-08-19 16:44:15.982662+10"
"CIA","4","0","0","0","0","$4.20","$3.55","$3.00","$3.58","$3.28","2020-08-19 16:44:18.6238+10"
"BWP","","","","","","","","","","","2020-08-19 16:44:18.972445+10"
"CIM","3","0","2","1","0","$34.00","$23.20","$21.70","$26.78","$22.88","2020-08-19 16:44:19.510706+10"
"CNU","1","0","3","0","1","$7.70","$7.18","$6.75","$7.25","$7.20","2020-08-19 16:44:20.274256+10"
"CQE","5","0","0","0","0","$3.23","$3.02","$2.79","$3.01","$2.62","2020-08-19 16:44:20.573636+10"
"CWY","3","1","5","0","0","$2.60","$2.39","$1.88","$2.32","$2.20","2020-08-19 16:44:20.981408+10"
"CUV","1","0","0","0","0","$32.15","$32.15","$32.15","$32.15","$21.72","2020-08-19 16:44:21.757203+10"
"CCL","3","0","8","1","0","$10.70","$9.25","$7.60","$9.24","$8.87","2020-08-19 16:44:22.023352+10"
"COH","4","2","3","0","7","$229.00","$198.00","$152.25","$194.53","$210.30","2020-08-19 16:44:22.331987+10"
"CDA","3","1","1","0","0","$9.00","$8.50","$8.44","$8.65","$8.98","2020-08-19 16:44:23.693352+10"
"COL","7","0","5","1","0","$21.50","$19.80","$15.00","$19.28","$18.95","2020-08-19 16:44:23.73573+10"
"CBA","1","0","7","1","6","$78.00","$68.63","$52.60","$67.73","$71.04","2020-08-19 16:44:24.963792+10"
"CPU","5","1","2","1","2","$11.30","$10.02","$7.71","$9.81","$13.54","2020-08-19 16:44:25.125037+10"
"COE","7","0","3","0","0","$0.65","$0.50","$0.40","$0.52","$0.38","2020-08-19 16:44:26.529892+10"
"CTD","4","0","2","0","0","$13.50","$12.91","$11.50","$12.72","$13.43","2020-08-19 16:44:27.045653+10"
"CGC","5","1","2","0","0","$3.80","$3.38","$2.87","$3.38","$3.03","2020-08-19 16:44:28.164262+10"
"CMW","0","0","2","0","1","$1.12","$1.08","$0.60","$0.93","$0.85","2020-08-19 16:44:29.76659+10"
"CWN","6","1","3","0","0","$12.00","$10.00","$8.50","$10.33","$9.80","2020-08-19 16:44:31.34944+10"
